"mono_rep1","mono_rep2","mono_rep3","ctrl_rep1","ctrl_rep2","repop_rep1","repop_rep2","repop_rep3"
"2010315B03Rik",120,88,52,134,69,86,81,56
"2010320M18Rik",48,26,39,21,19,26,26,26
"2200002D01Rik",1,0,3,4,3,0,1,2
"2200002J24Rik",0,0,0,0,0,0,1,0
"2210010C04Rik",0,0,0,0,0,0,0,0
"2210013O21Rik",282,144,158,130,99,162,133,77
"2210015D19Rik",92,49,54,44,47,55,37,45
"2210016F16Rik",738,395,474,451,420,357,215,244
"2210016L21Rik",295,159,173,108,107,144,106,135
"2210018M11Rik",107,55,61,55,40,44,18,84
"2210019I11Rik",0,0,0,0,0,0,0,0
"2210039B01Rik",18,4,14,24,6,26,5,13
"2210404J11Rik",70,34,45,50,39,55,37,28
"2210404O07Rik",79,33,71,17,26,48,34,59
"2210404O09Rik",49,51,21,20,18,15,12,9
"2210407C18Rik",0,0,0,0,0,0,0,0
"2210408F21Rik",9,7,3,14,3,11,7,0
"2210408I21Rik",30,21,22,42,28,35,18,29
"2210409D07Rik",0,0,0,0,0,0,0,0
"2210409E12Rik",0,0,0,0,0,0,0,0
"2210414B05Rik",0,0,0,0,0,0,0,0
"2210416O15Rik",0,0,0,0,0,0,0,0
"2210417A02Rik",4,4,5,0,0,0,0,0
"2210417K05Rik",2,2,1,2,0,0,0,1
"2210420H20Rik",0,0,0,0,0,0,0,0
"2300002M23Rik",0,0,0,0,0,0,0,0
"2300003K06Rik",0,0,0,0,0,0,0,0
"2300005B03Rik",0,0,0,0,0,0,0,0
"2300009A05Rik",78,27,31,27,28,45,42,15
"2310001H17Rik",47,27,15,17,11,29,15,5
"2310001K24Rik",0,0,0,0,0,0,0,0
"2310002D06Rik",0,0,0,0,0,0,0,0
"2310002F09Rik",0,0,0,0,0,1,0,0
"2310002J15Rik",0,0,0,0,0,0,0,0
"2310002L09Rik",0,0,0,0,0,0,0,0
"2310003H01Rik",275,161,241,131,173,159,89,170
"2310005A03Rik",0,0,0,0,0,0,0,0
"2310005E17Rik",0,0,0,0,0,0,0,0
"2310005G13Rik",1,0,0,3,9,1,0,0
"2310007B03Rik",0,0,0,0,0,0,0,0
"2310007L24Rik",0,0,0,0,1,0,0,0
"2310008H04Rik",372,183,227,158,157,134,122,125
"2310008H09Rik",444,197,255,178,195,309,145,243
"2310008N11Rik",0,0,0,0,0,0,0,0
"2310009A05Rik",110,64,81,74,69,63,56,48
"2310009B15Rik",80,40,49,38,21,41,38,21
"2310010J17Rik",18,15,10,9,4,29,13,13
"2310010M20Rik",27,15,17,7,2,7,5,3
"2310011J03Rik",536,318,400,313,324,302,172,274
"2310014F07Rik",0,0,0,0,1,0,0,0
"2310014L17Rik",15,7,3,3,5,6,5,2
"2310015A10Rik",94,38,37,30,40,59,28,45
"2310015B20Rik",0,0,0,0,1,0,0,0
"2310015D24Rik",0,0,0,0,0,0,0,0
"2310016D03Rik",0,0,0,0,0,0,0,0
"2310020H05Rik",0,0,0,0,0,0,0,0
"2310022A10Rik",346,189,232,127,161,181,97,157
"2310022B05Rik",257,110,156,174,177,199,122,145
"2310030A07Rik",0,0,0,0,0,0,0,0
"2310030G06Rik",0,0,0,0,0,0,0,0
"2310033P09Rik",135,67,88,77,70,74,64,84
"2310034C09Rik",0,0,0,0,0,0,0,0
"2310034G01Rik",4,3,3,1,4,6,3,2
"2310034O05Rik",2,0,0,1,0,1,1,0
"2310035C23Rik",372,193,190,111,136,125,85,150
"2310036O22Rik",771,382,574,420,415,415,357,375
"2310039H08Rik",103,43,74,26,40,51,36,33
"2310039L15Rik",8,2,5,4,3,5,2,4
"2310040G24Rik",73,30,76,57,62,49,32,30
"2310042D19Rik",2,4,3,2,1,4,4,4
"2310042E22Rik",0,0,0,0,0,0,0,1
"2310043L19Rik",0,0,0,0,0,0,0,0
"2310043O21Rik",0,0,0,0,0,0,0,0
"2310044G17Rik",266,132,151,128,124,106,68,102
"2310045N01Rik",214,98,165,68,70,94,72,47
"2310047M10Rik",249,156,201,306,314,318,205,243
"2310050B05Rik",0,0,0,0,0,0,0,0
"2310050C09Rik",0,0,0,0,0,0,0,0
"2310057J18Rik",0,0,0,0,0,0,0,0
"2310057M21Rik",95,38,63,64,44,49,32,36
"2310057N15Rik",0,0,0,0,0,0,0,0
"2310061I04Rik",101,55,69,65,73,76,43,61
"2310061J03Rik",26,19,13,27,15,24,20,29
"2310061N02Rik",0,0,0,0,0,0,0,0
"2310065F04Rik",0,0,0,0,0,0,0,0
"2310067B10Rik",585,295,395,145,209,273,165,361
"2310068J16Rik",4,1,0,3,1,8,1,0
"2310069B03Rik",0,0,0,0,0,0,0,0
"2310069G16Rik",0,0,0,0,0,0,0,0
"2310079G19Rik",0,0,0,0,0,0,0,0
"2310081J21Rik",0,0,0,0,0,0,0,0
"2410002F23Rik",166,92,119,185,133,82,40,126
"2410003L11Rik",5,1,3,1,3,6,9,2
"2410004B18Rik",122,58,84,85,123,133,50,59
"2410004I01Rik",0,0,0,0,0,0,0,0
"2410004N09Rik",103,61,71,26,37,138,58,68
"2410004P03Rik",2,4,3,0,3,2,0,2
"2410006H16Rik",796,515,544,253,198,1241,583,498
"2410007B07Rik",0,0,0,1,0,0,0,0
"2410012E07Rik",0,0,0,0,0,0,0,0
"2410012M07Rik",0,0,0,0,0,0,0,0
"2410015M20Rik",743,348,463,289,212,431,318,190
"2410016O06Rik",214,98,151,218,203,184,90,154
"2410017I17Rik",0,0,0,0,0,1,0,0
"2410018L13Rik",1,0,3,2,1,1,0,3
"2410018M08Rik",20,10,13,24,26,37,5,18
"2410021H03Rik",0,0,0,0,0,0,0,0
"2410057H14Rik",0,0,0,0,0,0,0,0
"2410066E13Rik",9,7,8,9,6,14,7,9
"2410076I21Rik",3,0,0,12,8,10,13,14
"2410088K16Rik",0,0,0,0,0,0,0,2
"2410089E03Rik",133,84,73,14,23,41,25,68
"2410114N07Rik",0,0,0,0,0,0,0,0
"2410124H12Rik",0,0,0,0,0,0,0,0
"2410127L17Rik",348,171,177,92,128,163,114,62
"2410131K14Rik",195,109,121,87,114,119,80,102
"2410137F16Rik",0,0,0,0,0,0,0,0
"2410137M14Rik",0,0,0,0,0,0,0,0
"2410141K09Rik",0,1,0,0,0,0,0,0
"2500004C02Rik",14,8,15,10,9,15,11,19
"2510002D24Rik",75,36,52,31,23,27,14,22
"2510003D18Rik",0,0,0,0,0,0,0,0
"2510003E04Rik",453,217,300,474,531,414,275,342
"2510009E07Rik",1348,904,904,688,774,1186,713,680
"2510039O18Rik",1430,810,1157,1245,1206,1427,849,1218
"2510049J12Rik",0,0,0,0,0,0,0,0
"2600006L11Rik",0,0,0,0,0,0,0,0
"2610001J05Rik",787,427,492,607,558,473,352,226
"2610002J02Rik",311,144,206,194,193,168,115,166
"2610002M06Rik",167,105,83,156,212,195,93,104
"2610005L07Rik",96,52,54,31,49,63,38,130
"2610008E11Rik",170,94,76,150,153,108,60,93
"2610015P09Rik",21,16,17,4,9,6,5,27
"2610016A17Rik",0,0,0,0,0,0,0,0
"2610017I09Rik",1,0,0,4,1,1,0,0
"2610018G03Rik",58,25,29,65,80,30,20,25
"2610019E17Rik",24,11,7,2,3,12,8,6
"2610019F03Rik",2,0,0,0,3,2,0,7
"2610020C07Rik",8,2,3,2,6,6,2,4
"2610020H08Rik",33,13,24,5,13,18,10,14
"2610027K06Rik",0,0,0,0,1,0,0,0
"2610028E06Rik",0,0,0,0,0,0,0,0
"2610028H24Rik",0,0,0,0,0,0,0,0
"2610034B18Rik",51,42,36,9,4,16,11,4
"2610034M16Rik",0,0,0,0,0,0,0,0
"2610035D17Rik",9,8,5,52,44,8,6,25
"2610035F20Rik",0,0,1,0,0,0,0,0
"2610037D02Rik",1,0,1,1,0,0,0,0
"2610044O15Rik8",55,35,38,48,37,36,24,23
"2610100L16Rik",0,0,0,0,0,1,0,0
"2610203C20Rik",0,2,0,0,0,0,0,0
"2610203C22Rik",251,130,169,93,107,117,69,79
"2610204G22Rik",2,4,0,4,0,0,2,1
"2610206C17Rik",2,1,0,1,1,0,1,3
"2610301B20Rik",122,78,67,118,132,103,85,75
"2610301G19Rik",469,273,369,130,158,193,110,281
"2610305D13Rik",0,0,0,0,1,0,0,0
"2610306M01Rik",24,16,26,27,11,25,20,16
"2610307P16Rik",0,0,2,2,0,0,0,4
"2610316D01Rik",0,0,0,0,0,0,0,0
"2610318N02Rik",118,36,77,1,1,6,7,4
"2610507B11Rik",5220,2856,3120,550,714,1455,998,1279
"2610507I01Rik",122,72,87,88,76,96,54,72
"2610524H06Rik",161,91,87,33,19,41,37,25
"2610528A11Rik",64,35,37,125,113,191,77,135
"2610528J11Rik",0,0,0,0,0,0,0,0
"2700029M09Rik",695,363,380,361,310,287,221,148
"2700038G22Rik",7,2,3,1,0,1,2,3
"2700046A07Rik",0,0,0,0,1,0,0,0
"2700046G09Rik",2,1,1,15,8,4,5,5
"2700049A03Rik",122,49,70,29,42,40,29,73
"2700050L05Rik",149,84,97,52,49,64,31,92
"2700054A10Rik",10,1,3,1,5,1,2,3
"2700060E02Rik",2156,1151,1208,1109,1126,1792,1108,929
"2700062C07Rik",133,58,76,77,80,74,53,51
"2700069I18Rik",0,0,0,1,0,0,0,0
"2700070H01Rik",0,0,0,1,1,2,0,0
"2700081L22Rik",5,0,1,4,0,5,3,0
"2700081O15Rik",75,50,77,48,73,69,42,112
"2700086A05Rik",0,0,0,0,0,0,0,0
"2700089E24Rik",562,346,337,373,404,476,318,247
"2700089I24Rik",0,0,0,0,0,0,0,0
"2700094K13Rik",518,277,373,171,116,212,149,124
"2700097O09Rik",37,16,25,25,20,22,10,13
"2700099C18Rik",37,8,13,4,3,2,1,1
"2810001G20Rik",17,18,14,13,10,13,14,12
"2810002D19Rik",77,33,37,84,62,72,38,27
"2810004N23Rik",268,149,182,90,80,86,85,46
"2810006K23Rik",155,59,87,127,159,119,74,89
"2810007J24Rik",0,0,0,0,0,0,0,0
"2810008D09Rik",12,5,7,4,8,3,5,2
"2810011L19Rik",0,0,0,0,0,1,0,1
"2810013P06Rik",72,33,38,58,58,81,50,42
"2810021J22Rik",52,40,42,22,32,21,22,42
"2810025M15Rik",270,143,200,304,336,355,258,270
"2810029C07Rik",3,1,2,5,5,3,3,7
"2810032G03Rik",0,0,2,0,0,0,0,0
"2810047C21Rik1",14,7,11,30,38,26,22,19
"2810049E08Rik",0,0,0,0,0,0,0,0
"2810055G20Rik",1,3,8,6,2,3,0,3
"2810403A07Rik",352,157,238,230,310,364,108,160
"2810403D21Rik",5,12,4,6,4,8,5,6
"2810404M03Rik",0,0,0,0,0,0,0,0
"2810405F15Rik",0,0,0,0,0,0,0,0
"2810407C02Rik",4016,2486,2425,2622,2909,3530,2341,1552
"2810408A11Rik",3,2,2,1,0,0,1,5
"2810408I11Rik",33,11,16,4,2,0,5,0
"2810408M09Rik",155,82,137,171,172,124,62,91
"2810410L24Rik",0,0,0,0,0,0,1,1
"2810417H13Rik",1546,717,899,117,79,83,69,11
"2810428I15Rik",423,198,306,150,127,143,133,159
"2810429I04Rik",6,6,9,14,4,8,5,2
"2810433D01Rik",0,0,0,0,0,0,0,2
"2810442I21Rik",2,0,1,2,1,1,2,0
"2810442N19Rik",0,1,0,0,0,1,0,0
"2810454H06Rik",1,0,2,1,0,1,2,2
"2810459M11Rik",1,1,0,1,1,2,0,1
"2810468N07Rik",1,0,1,7,25,6,5,18
"2810471M01Rik",0,0,0,0,0,0,0,0
"2810474O19Rik",216,165,145,36,45,52,27,141
"2900002K06Rik",8,1,6,1,2,6,3,0
"2900005J15Rik",2,1,3,0,1,2,0,1
"2900008C10Rik",31,16,18,30,31,31,17,28
"2900009J06Rik",0,0,0,0,0,0,0,0
"2900011O08Rik",1,1,3,1,1,2,1,3
"2900026A02Rik",735,247,466,56,58,70,34,88
"2900041M22Rik",0,2,1,0,0,0,0,1
"2900052N01Rik",1,0,2,2,2,3,2,2
"2900055J20Rik",0,0,0,0,0,0,0,0
"2900056M20Rik",58,35,40,66,73,58,46,30
"2900057B20Rik",0,0,0,0,0,0,0,0
"2900060B14Rik",1,0,1,8,3,4,4,0
"2900076A07Rik",10,4,3,8,7,1,4,2
"2900079G21Rik",0,0,0,0,0,0,0,0
"2900092C05Rik",0,0,0,0,0,0,0,0
"2900092D14Rik",0,0,2,2,0,1,0,0
"2900093L17Rik",0,0,0,0,1,0,0,0
"2900097C17Rik",1836,960,1046,1194,1488,1194,701,803
"3000002C10Rik",20,8,24,7,5,7,3,11
"3010001F23Rik",0,0,0,0,0,0,1,0
"3010026O09Rik",43,21,32,25,17,8,8,17
"3100003L05Rik",0,0,0,0,0,0,0,0
"3110001D03Rik",900,420,677,212,192,308,263,136
"3110001I22Rik",29,18,19,27,31,44,20,18
"3110002H16Rik",199,94,106,169,142,132,106,126
"3110007F17Rik",12,3,10,10,14,13,6,3
"3110009E18Rik",33,22,14,19,24,10,5,17
"3110009F21Rik",0,0,0,0,0,0,0,0
"3110015C05Rik",0,0,0,0,0,0,0,0
"3110021A11Rik",0,0,0,0,0,0,0,0
"3110021N24Rik",4,1,2,3,8,4,2,4
"3110035E14Rik",1,0,2,1,2,2,0,0
"3110039I08Rik",0,0,0,0,0,0,0,0
"3110039M20Rik",0,0,0,0,0,0,0,0
"3110040N11Rik",110,70,84,36,40,48,42,27
"3110043O21Rik",397,215,213,273,256,297,205,190
"3110045C21Rik",3,0,4,2,1,0,0,0
"3110047P20Rik",0,0,0,0,0,0,0,0
"3110052M02Rik",64,28,37,54,68,66,32,53
"3110056K07Rik",29,19,20,30,45,35,21,15
"3110057O12Rik",32,20,17,16,12,28,12,19
"3110062M04Rik",26,18,33,20,21,21,14,14
"3110070M22Rik",5,3,0,5,2,0,6,4
"3110079O15Rik",0,0,0,0,0,0,0,0
"3110082I17Rik",267,135,221,92,82,101,90,149
"3110082J24Rik",0,0,0,1,1,0,0,0
"3110099E03Rik",0,0,0,0,0,0,0,0
"3200001D21Rik",6,2,2,0,3,3,4,2
"3230401D17Rik",690,325,416,395,359,407,212,274
"3300002I08Rik",6,2,1,1,2,7,4,0
"3300005D01Rik",1,1,2,0,2,0,0,0
"3425401B19Rik",0,0,0,0,0,0,0,1
"3632451O06Rik",0,0,0,0,0,0,0,0
"3632454L22Rik",0,1,0,0,1,0,0,0
"3830403N18Rik",30,8,10,45,43,75,67,26
"3830406C13Rik",436,238,214,134,112,216,163,91
"3830408C21Rik",2,1,0,3,3,1,0,1
"3830417A13Rik",0,0,0,0,0,0,0,0
"3930402G23Rik",0,0,0,0,2,0,0,0
"4430402I18Rik",1,0,5,8,3,2,1,4
"4632415K11Rik",104,72,85,77,61,79,50,76
"4632415L05Rik",136,83,85,96,104,69,46,72
"4632427E13Rik",2,1,1,3,3,0,2,2
"4632428C04Rik",12,3,19,19,11,4,8,10
"4632428N05Rik",11096,6381,7693,25325,27633,20694,10940,21552
"4632434I11Rik",76,29,36,10,5,3,8,8
"4732415M23Rik",0,0,1,0,0,1,0,1
"4732416N19Rik",0,0,1,0,1,0,0,0
"4732456N10Rik",0,0,0,0,0,0,0,0
"4732471J01Rik",0,2,2,2,3,1,4,4
"4732490B19Rik",0,0,0,0,0,0,0,0
"4732491K20Rik",6,4,6,5,5,3,2,5
"4831440E17Rik",2,1,1,1,1,3,0,2
"4833403I15Rik",0,0,0,0,0,0,0,0
"4833412C05Rik",0,0,0,0,0,0,0,0
"4833417C18Rik",9,4,11,6,5,7,5,6
"4833418N02Rik",4,5,4,9,3,8,5,3
"4833419F23Rik",18,18,13,10,4,12,6,1
"4833420G17Rik",304,133,176,157,179,204,107,163
"4833422C13Rik",0,0,0,0,1,0,0,0
"4833423E24Rik",0,0,0,0,0,0,0,0
"4833424O15Rik",0,1,0,0,0,0,0,0
"4833427F10Rik",0,0,0,0,0,0,0,0
"4833427G06Rik",0,0,0,1,0,0,1,2
"4833428L15Rik",0,0,0,0,0,0,0,0
"4833439L19Rik",735,416,499,830,935,903,527,678
"4921501E09Rik",0,0,0,0,0,0,0,0
"4921504E06Rik",0,0,0,0,0,0,0,0
"4921506M07Rik",0,0,0,0,0,0,0,0
"4921507L20Rik",1,1,0,2,1,1,0,0
"4921507P07Rik",0,0,0,2,0,0,0,1
"4921508A21Rik",7,2,1,10,2,2,3,1
"4921508D12Rik",0,0,0,0,0,0,0,0
"4921509C19Rik",0,0,0,0,0,0,0,0
"4921509O07Rik",0,0,0,0,0,0,0,0
"4921511C10Rik",0,0,0,0,0,0,0,0
"4921511C20Rik",0,0,0,0,0,0,0,0
"4921511H03Rik",0,0,0,0,0,0,0,0
"4921511I17Rik",0,0,0,0,0,0,0,0
"4921511M17Rik",0,0,0,0,0,0,0,0
"4921513I03Rik",0,0,0,0,0,0,0,0
"4921515E04Rik",0,0,0,1,2,0,0,0
"4921517D22Rik",2,1,0,0,0,0,1,0
"4921524J17Rik",112,63,98,50,61,79,39,47
"4921524L21Rik",0,0,0,0,0,0,0,0
"4921525B02Rik",0,0,0,0,0,0,0,0
"4921525O09Rik",0,0,0,0,0,0,0,0
"4921530D09Rik",0,2,0,0,0,0,0,0
"4921530L18Rik",10,5,4,7,2,6,2,4
"4921530L21Rik",0,0,0,0,0,0,0,0
"4921531C22Rik",28,18,21,9,10,18,12,15
"4921531P14Rik",0,0,0,0,0,0,0,0
"4921533I20Rik",0,0,0,0,0,0,0,0
"4921536K21Rik",1,1,0,4,3,2,0,1
"4921539E11Rik",0,0,0,0,0,0,0,0
"4922501C03Rik",41,22,29,6,8,7,8,22
"4922501L14Rik",0,0,0,0,0,0,0,0
"4922502D21Rik",0,0,0,0,0,0,0,0
"4922502H24Rik",0,0,0,0,0,0,0,0
"4922502N22Rik",0,0,0,0,0,0,0,0
"4922505E12Rik",0,0,0,0,0,0,0,0
"4930401C15Rik",0,0,0,0,0,0,0,0
"4930401O10Rik",0,0,0,0,0,0,0,3
"4930401O12Rik",0,0,0,0,0,0,0,0
"4930402F06Rik",0,0,0,0,0,0,0,0
"4930402F11Rik",0,0,0,0,0,0,0,0
"4930402H24Rik",163,58,105,35,50,68,54,51
"4930402K13Rik",0,0,0,0,0,0,0,0
"4930404A05Rik",0,0,0,0,0,0,0,0
"4930404A10Rik",0,0,0,0,0,0,0,0
"4930404H11Rik",0,0,0,0,0,0,0,0
"4930404I05Rik",1,0,2,1,1,0,0,8
"4930404N11Rik",215,123,166,47,50,115,72,105
"4930405A10Rik",0,0,0,0,0,0,0,0
"4930405A21Rik",2,3,0,0,1,0,0,3
"4930405D11Rik",0,0,0,0,0,0,0,0
"4930405J17Rik",0,0,0,0,0,0,0,0
"4930405P13Rik",6,3,3,2,5,3,3,4
"4930406D18Rik",1,0,0,0,0,0,0,0
"4930407I10Rik",0,0,0,0,0,0,0,0
"4930408F14Rik",0,0,0,0,0,0,0,0
"4930412B13Rik",0,0,0,0,0,0,0,0
"4930412C18Rik",2,2,1,0,2,1,1,0
"4930412O13Rik",0,0,0,0,0,0,0,0
"4930413E15Rik",0,0,0,0,0,0,0,0
"4930413F20Rik",0,0,0,0,1,0,0,0
"4930413G21Rik",21,19,19,14,4,13,9,18
"4930413M19Rik",0,0,0,0,0,0,0,0
"4930414L22Rik",19,16,13,22,19,20,8,17
"4930414N06Rik",1,0,0,3,0,0,0,4
"4930415F15Rik",0,0,2,0,0,0,0,0
"4930415L06Rik",0,0,0,0,0,0,0,0
"4930415O20Rik",0,0,0,0,0,0,0,0
"4930417O13Rik",0,0,0,0,0,1,0,0
"4930417O22Rik",0,0,0,0,0,0,0,0
"4930419G24Rik",0,0,0,0,0,0,0,0
"4930422G04Rik",37,28,24,4,8,9,2,14
"4930423M02Rik",0,0,0,0,0,0,0,0
"4930425K10Rik",0,0,0,0,0,0,0,0
"4930425O10Rik",0,0,0,0,1,0,0,0
"4930426D05Rik",0,0,0,0,0,0,0,0
"4930426L09Rik",18,10,9,7,15,8,2,16
"4930427A07Rik",133,52,82,24,15,16,7,10
"4930428D18Rik",0,0,0,0,0,0,0,0
"4930428E07Rik",0,0,0,0,0,0,0,0
"4930428G15Rik",0,0,0,0,0,0,0,0
"4930428O21Rik",0,0,0,0,0,0,0,0
"4930429B21Rik",1,0,1,0,1,2,1,0
"4930429D17Rik",0,0,0,0,0,0,0,0
"4930429F11Rik",0,0,0,0,0,0,0,0
"4930429F24Rik",0,0,0,0,0,0,0,0
"4930430A15Rik",0,0,0,0,0,0,0,0
"4930430D24Rik",0,0,0,0,1,0,0,0
"4930430F08Rik",80,24,36,60,79,35,20,22
"4930430F21Rik",0,0,0,0,0,0,0,0
"4930430J02Rik",0,0,0,0,0,0,0,0
"4930431F12Rik",5,5,3,5,6,2,2,5
"4930431P03Rik",0,0,0,0,0,0,0,0
"4930432J09Rik",0,0,0,0,0,0,0,0
"4930432K09Rik",0,0,0,0,0,0,0,0
"4930432K21Rik",15,6,12,5,6,5,4,5
"4930432M17Rik",0,0,0,0,0,0,0,0
"4930433B08Rik",0,0,0,0,0,0,0,0
"4930433I11Rik",0,0,0,0,0,0,0,0
"4930433N12Rik",0,0,0,0,0,0,0,0
"4930434J06Rik",0,0,0,0,0,0,0,0
"4930435E12Rik",0,0,1,0,0,0,0,0
"4930438E09Rik",0,0,0,0,0,0,0,0
"4930440C22Rik",0,0,0,0,0,0,0,0
"4930441J16Rik",0,0,0,0,0,0,0,0
"4930441O14Rik",5,2,2,2,3,3,1,0
"4930442J19Rik",0,0,0,0,0,0,0,0
"4930442L01Rik",0,0,0,0,0,0,0,0
"4930443O20Rik",0,0,0,0,0,0,0,0
"4930444A02Rik",307,139,180,215,193,117,80,125
"4930444F02Rik",0,0,0,0,0,0,0,0
"4930444G20Rik",0,0,0,0,0,0,0,0
"4930444M15Rik",0,0,0,0,0,0,0,0
"4930444P10Rik",0,0,1,0,0,0,0,0
"4930447A16Rik",0,0,0,0,0,0,0,0
"4930447C04Rik",0,0,0,0,0,0,0,0
"4930447J18Rik",0,0,0,0,0,0,0,0
"4930447K03Rik",22,8,12,21,21,13,4,9
"4930447N08Rik",0,0,0,0,0,0,0,0
"4930448C13Rik",0,0,0,0,0,0,0,0
"4930448F12Rik",0,0,0,0,0,0,0,0
"4930448H16Rik",0,0,0,0,0,0,0,0
"4930448I06Rik",0,0,0,0,0,0,0,0
"4930448I18Rik",0,0,0,0,0,0,0,0
"4930448K20Rik",0,0,0,0,0,0,0,0
"4930449E01Rik",0,0,0,0,0,0,0,0
"4930449E18Rik",0,0,0,0,0,0,0,0
"4930449I24Rik",0,0,0,0,0,0,0,0
"4930451C15Rik",0,1,0,1,1,1,0,2
"4930451G09Rik",3,2,1,1,6,0,0,14
"4930451I11Rik",0,0,0,0,0,0,0,0
"4930452A19Rik",0,0,0,0,0,0,0,0
"4930452B06Rik",0,0,0,0,0,0,1,1
"4930452G13Rik",0,0,0,0,0,0,0,0
"4930452N14Rik",0,0,0,0,0,0,0,0
"4930453H23Rik",0,0,0,0,0,0,0,0
"4930453L07Rik",0,0,0,0,0,0,0,0
"4930453N24Rik",238,125,149,243,201,217,118,91
"4930455B14Rik",0,0,0,0,0,0,0,0
"4930455C13Rik",0,0,1,0,0,1,0,0
"4930455D15Rik",0,0,0,0,0,0,0,0
"4930455F16Rik",0,0,0,0,0,0,0,0
"4930455F23Rik",65,52,56,32,28,19,15,29
"4930455H04Rik",0,0,0,0,0,0,0,0
"4930455J16Rik",0,0,0,0,0,0,0,0
"4930456L15Rik",0,0,0,0,0,0,0,0
"4930459L07Rik",0,0,0,0,0,0,0,0
"4930461G14Rik",0,0,0,0,0,0,0,0
"4930465A12Rik",0,0,0,0,0,0,0,0
"4930465K10Rik",0,1,0,0,0,0,0,0
"4930465M20Rik",0,0,0,0,0,0,0,0
"4930467D21Rik",0,0,0,0,0,0,0,0
"4930467E23Rik",0,0,0,0,0,0,0,0
"4930467K11Rik",0,0,0,0,0,0,1,0
"4930468A15Rik",0,0,0,0,0,0,0,0
"4930469G21Rik",0,0,0,0,0,0,0,0
"4930470H14Rik",11,7,17,19,17,2,4,42
"4930470P17Rik",0,0,0,0,0,0,0,0
"4930471C04Rik",0,0,0,0,0,0,0,0
"4930471G03Rik",0,0,0,0,0,0,0,0
"4930471I20Rik",0,0,0,0,0,0,0,0
"4930471M09Rik",0,0,0,0,0,0,0,0
"4930473A02Rik",8,1,2,1,2,3,0,1
"4930473O22Rik",0,0,0,0,0,0,0,0
"4930474G06Rik",0,0,0,0,1,0,0,0
"4930474H20Rik",0,0,0,0,0,0,0,0
"4930474M22Rik",0,0,1,0,0,0,0,0
"4930474N05Rik",0,0,0,0,0,0,0,0
"4930474N09Rik",0,0,0,0,0,0,0,2
"4930478L05Rik",2,0,0,0,0,0,0,0
"4930478P22Rik",0,0,0,0,0,0,0,0
"4930479D17Rik",0,1,2,1,0,1,0,0
"4930479M11Rik",0,0,0,0,0,0,0,0
"4930480E11Rik",0,0,0,0,0,0,0,0
"4930480G23Rik",0,0,0,0,0,0,0,0
"4930480K15Rik",0,0,0,0,0,0,0,0
"4930480M12Rik",0,0,0,0,0,0,0,0
"4930481A15Rik",18,7,14,36,37,26,14,34
"4930483J18Rik",0,3,0,0,0,0,0,0
"4930483K19Rik",1,0,0,1,0,0,0,0
"4930483O08Rik",0,0,0,0,0,0,0,0
"4930486F22Rik",0,0,0,0,0,0,0,0
"4930486I03Rik",0,0,0,0,0,0,0,0
"4930486L24Rik",23,20,18,9,5,21,15,10
"4930487D11Rik",0,0,0,0,0,0,0,0
"4930487H11Rik",0,0,0,0,0,0,0,0
"4930488B22Rik",0,0,0,0,0,0,0,0
"4930488L21Rik",0,0,0,0,0,0,0,0
"4930500F04Rik",0,0,0,0,0,0,0,0
"4930500J02Rik",0,1,0,0,0,0,0,0
"4930500L23Rik",0,0,0,0,0,0,0,0
"4930502A04Rik",0,0,0,0,0,0,0,0
"4930502E09Rik",1,0,0,0,0,1,0,0
"4930502E18Rik",2,0,1,1,4,3,2,6
"4930503B20Rik",0,0,0,0,0,0,0,0
"4930503E14Rik",0,0,0,0,0,0,0,0
"4930503E24Rik",0,0,0,0,0,0,0,0
"4930503H13Rik",0,0,0,0,0,0,0,0
"4930503L19Rik",83,41,57,21,22,23,13,9
"4930503O07Rik",0,0,0,0,0,0,0,0
"4930504O13Rik",0,0,0,0,0,0,0,0
"4930505A04Rik",0,0,0,0,0,0,0,0
"4930505G20Rik",0,0,0,0,0,0,0,0
"4930506C21Rik",0,0,0,0,0,2,0,0
"4930506M07Rik",597,329,371,14,21,60,64,16
"4930507D05Rik",1,0,0,2,1,0,1,0
"4930509E16Rik",2,0,0,0,0,1,0,0
"4930509J09Rik",0,0,0,0,0,0,0,0
"4930509K18Rik",0,0,0,0,0,0,0,0
"4930511A02Rik",0,0,0,0,0,0,0,0
"4930511E03Rik",0,0,0,0,0,0,0,0
"4930511M06Rik",32,15,16,23,26,26,11,25
"4930511M11Rik",0,0,0,0,0,0,0,0
"4930512B01Rik",0,0,0,0,0,0,0,1
"4930513D17Rik",0,0,0,0,0,0,0,0
"4930513N10Rik",8,12,5,4,3,5,1,2
"4930513O06Rik",0,0,0,0,0,0,0,0
"4930515B02Rik",0,0,0,0,0,0,0,0
"4930515G01Rik",8,2,6,4,1,6,0,3
"4930515G16Rik",0,0,0,0,0,0,0,0
"4930515L03Rik",0,0,0,0,0,0,0,0
"4930515L19Rik",0,0,0,0,0,0,0,0
"4930517E11Rik",0,0,0,0,0,0,0,0
"4930518P08Rik",0,0,0,0,0,0,0,0
"4930519D14Rik",0,0,0,0,0,0,0,0
"4930519F09Rik",4,2,6,8,7,3,4,2
"4930519F16Rik",0,0,0,0,0,0,0,0
"4930519F24Rik",0,0,0,0,0,0,0,0
"4930519G04Rik",0,0,2,0,2,1,1,0
